LATITUDE,LONGITUDE,NAME,DESCRIPTION,ICON,CLUES,NOMRBE DE LA INSTITUCION DE SALUD,CLAVE DE LA INSTITUCION DE SALUD,NOMBRE DE LA ENTIDAD,CLAVE ENTIDAD,NOMBRE DEL MUNICIPIO
19.2023,-99.0604,DFSSA002124,"DFSSA002124
C.S.T-I SAN BARTOLOMÉ XICOMULCO
SSA
BENITO JUÁREZ 26
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002124,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MILPA ALTA
19.4556,-99.0608,DFSSA000992,"DFSSA000992
C.S.T-I ARBOLEDAS DE CUAUTEPEC
SSA
LÁZARO CÁRDENAS Y MORELOS 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000992,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4563,-99.0609,DFSSA000922,"DFSSA000922
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL GAM 7,8
SSA
AVENIDA 661 Y 606 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000922,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4309,-99.0624,DFSSA018656,"DFSSA018656
UNEME CAPA EL ARENAL 4TA. SECCIÓN
SSA
XOCOYOTE ESQUINA XALTOCAN SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018656,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.5012,-99.0628,MCSSA017910,"MCSSA017910
CAPA CENTRO NUEVA VIDA ECATEPEC CHAMIZAL
SSA
CHAMIZAL VERACRUZ ESQUINA 24 DE FEBRERO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,MCSSA017910,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.4216,-99.063,DFSSA003891,"DFSSA003891
C.S.T-II CUCHILLA PANTITLÁN
SSA
PRIVADA DE ESTAÑO 43
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003891,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.3191,-99.0642,DFSSA018545,"DFSSA018545
UNEME CAPA DR. GUILLERMO ROMAN Y  CARRILLO
SSA
AVENIDA ZACATLÁN SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018545,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.2571,-99.0645,DFSSA003104,"DFSSA003104
C.S.T-III SAN GREGORÍO ATLAPULCO
SSA
GUSTAVO DÍAZ ORDAZ ENTRE EMILIANO ZAPATA Y AVENIDA CHAPULTEPEC ZONA 371 MANZANA 91 LOTE 1
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003104,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,XOCHIMILCO
19.2573,-99.0648,DFSSA018726,"DFSSA018726
UNEME E.C. SAN GREGORIO ATLAPULCO
SSA
GUSTAVO DÍAZ ORDÁZ ESQUINA EMILIANO ZAPATA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018726,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,XOCHIMILCO
19.3222,-99.065,DFSSA001535,"DFSSA001535
UNIDAD MÉDICA DEL RECLUSORIO PREVENTIVO VARONIL ORIENTE
SSA
REFORMA 100
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA001535,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.4273,-99.0651,DFSSA003804,"DFSSA003804
C.S.T-I AMPLIACIÓN CARACOL
SSA
RÍO CHURUBUSCO ESQUINA IGNACIO ZARAGOZA 180
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003804,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.3155,-99.0658,DFSSA001762,"DFSSA001762
C.S.T-III DR. GUILLERMO ROMAN Y CARRILLO
SSA
AVENIDA ZACATLÁN SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001762,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.2833,-99.0661,DFSSA004422,"DFSSA004422
CONSULTORIO MÉDICO LEGAL DE LA COORDINACION TERRITORIAL TLH-1
SSA
CANAL DE CHALCO Y/O LEANDRO VALLE ENTRE PIÑA Y LANGOSTA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA004422,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,XOCHIMILCO
19.3071,-99.0669,DFSSA017920,"DFSSA017920
UNIDAD MÓVIL (2)  DEL HOSPITAL DE ESPECIALIDADES DR. BELISARIO DOMÍNGUEZ
SSA
AVENIDA TLAHUAC ESQUINA ZACATLÁN 4866
UNIDAD DE CONSULTA EXTERNA",186,DFSSA017920,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.3072,-99.067,DFSSA017915,"DFSSA017915
UNIDAD MÓVIL (1)  DEL HOSPITAL DE ESPECIALIDADES DR. BELISARIO DOMÍNGUEZ
SSA
AVENIDA TLAHUAC ESQUINA ZACATLÁN 4866
UNIDAD DE CONSULTA EXTERNA",186,DFSSA017915,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.54,-99.0672,MCSSA002283,"MCSSA002283
SANTA CLARA
SSA
CERRAD FRANCISCO JAVIER MINA 3
UNIDAD DE CONSULTA EXTERNA",186,MCSSA002283,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.2455,-99.0677,DFSSA003092,"DFSSA003092
C.S.T-II SANTA CRUZ ACALPIXCA
SSA
AHUALAPA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003092,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,XOCHIMILCO
19.4675,-99.0684,DFSSA000980,"DFSSA000980
C.S.T-I SAN JUAN DE ARAGÓN 6TA. SECCIÓN
SSA
1513 CASI ESQUINA CON 414 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000980,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.621,-99.0689,MCSSA018815,"MCSSA018815
U. MÓVIL ISEM RUIZ CORTINES 3
SSA
AVENIDA NACIONAL SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,MCSSA018815,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.4214,-99.0693,DFSSA003664,"DFSSA003664
CLÍNICA HOSPITAL DE ESPECIALIDADES TOXICOLÓGICAS VENUSTIANO CARRANZA
SSA
ERNESTO P. URUCHURTU ESQUINA PROLONGACIÓN RÍO CHURUBUSCO SIN NÚMERO
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA003664,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.4793,-99.0695,DFSSA001185,"DFSSA001185
C.S.T-II PRADERA
SSA
VOLCÁN DE ACATENANGO Y VOLCÁN POPOCATÉPETL SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001185,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.5657,-99.0696,MCSSA017420,"MCSSA017420
CSU VISIÓN MUNDIAL, PLAN DE AYALA
SSA
10 DE MAYO MANZANA 7 LOTE 15
UNIDAD DE CONSULTA EXTERNA",186,MCSSA017420,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.3763,-99.0697,DFSSA004113,"DFSSA004113
CENTRO COMUNITARIO DE SALUD MENTAL IZTAPALAPA
SSA
EJE SUR 5 ESQUINA GUERRA DE REFORMA 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA004113,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.3698,-99.0702,DFSSA001634,"DFSSA001634
C.S.T-I MARGARITA MAZA DE JUÁREZ
SSA
ANDADOR JUANA DE ARCO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001634,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.3102,-99.0702,DFSSA018743,"DFSSA018743
UNEME E.C. ROMÁN Y CARRILLO
SSA
DESPOSORIOS ESQUINA SUR 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018743,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.4838,-99.0703,DFSSA001115,"DFSSA001115
C.S.T-I PROVIDENCIA
SSA
ESTADO DE DURANGO ESQUINA ESTADO DE MORELOS 16
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001115,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.3943,-99.0706,DFSSA001395,"DFSSA001395
C.S.T-III DR. MANUEL PESQUEIRA
SSA
SUR 16 ESQUINA ORIENTE 245 SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001395,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTACALCO
19.552,-99.0715,MCSSA018021,"MCSSA018021
U. MÓVIL ISEM HANK GONZALEZ 4
SSA
EMILIANO ZAPATA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,MCSSA018021,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.552,-99.0716,MCSSA018016,"MCSSA018016
U. MÓVIL ISEM SAN RAFAEL
SSA
EJE 12  ENTRE MIGUEL F. Y GARCIA S. SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,MCSSA018016,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.1858,-99.0725,DFIMO000400,"DFIMO000400
DEPORTIVO OZTOTEPEC
IMSS-PROSPERA
PROGRESO Y FABIAN FLORES DEPORTIVO SAN PABLO OZTOTEPEC 
UNIDAD DE CONSULTA EXTERNA",160,DFIMO000400,INSTITUTO MEXICANO DEL SEGURO SOCIAL. PROSPERA,IMSS-PROSPERA,DISTRITO FEDERAL,9,MILPA ALTA
19.1874,-99.0731,DFSSA002153,"DFSSA002153
C.S.T-III SAN PABLO OZTOTEPEC
SSA
MATAMOROS Y ROJO GÓMEZ SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002153,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MILPA ALTA
19.5524,-99.0734,MCSSA002336,"MCSSA002336
HANK GONZÁLEZ
SSA
EMILIANO ZAPATA ESQUINA PROLOGACIÓN DE ALLENDE SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,MCSSA002336,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.5524,-99.0734,MCSSA016312,"MCSSA016312
U. MÓVIL ISEM HANK GONZALEZ 2
SSA
EMILIANO ZAPATA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,MCSSA016312,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.4151,-99.0737,DFSSA018900,"DFSSA018900
UNIDAD DE SALUD DE LA RED ÁNGEL ESTACIÓN PANTITLÁN
SSA
AVENIDA MANUEL LEBRIJA LÍNEA 5 STC METRO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018900,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTACALCO
19.3348,-99.0745,DFSSA004200,"DFSSA004200
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL IZP- 7
SSA
AVENIDA SAN LORENZO TEZONCO ESQUINA PUENTE RAMÍREZ 310
UNIDAD DE CONSULTA EXTERNA",186,DFSSA004200,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.4089,-99.0754,DFSSA003763,"DFSSA003763
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL VCA- 4, 5
SSA
CIRCUNVALACIÓN ESQUINA RÍO CHURUBUSCO 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003763,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.3192,-99.0755,DFIST000131,"DFIST000131
IZTAPALAPA II
ISSSTE
AVENIDA SAN LORENZO 278
UNIDAD DE CONSULTA EXTERNA",157,DFIST000131,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,IZTAPALAPA
19.6153,-99.077,MCIST000396,"MCIST000396
U.H. FOVISSSTE ECATEPEC DE MORELOS
ISSSTE
CASA DEL TRABAJADOR 16
UNIDAD DE CONSULTA EXTERNA",157,MCIST000396,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,MÉXICO,15,ECATEPEC DE MORELOS
19.4728,-99.0789,DFSSA004335,"DFSSA004335
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL GAM- 5
SSA
AVENIDA 416 ESQUINA LORETO FABELA 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA004335,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.5033,-99.0792,DFSSA001086,"DFSSA001086
C.S.T-I NUEVA ATZACOALCO
SSA
CALLE 318 ENTRE CALLE 331 Y AVENIDA GRAN CANAL SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001086,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4953,-99.0805,DFSSA001190,"DFSSA001190
C.S.T-II 25 DE JULIO
SSA
BENITO JUÁREZ ORIENTE ESQUINA EJIDO MANZANA 18-A LOTE 1-A ZONA 1
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001190,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4667,-99.0807,DFIST000633,"DFIST000633
# 15 SAGARPA
ISSSTE
JOSÉ LORETO FAVELA 868
UNIDAD DE CONSULTA EXTERNA",157,DFIST000633,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4664,-99.0808,DFIST000645,"DFIST000645
# 61 SAGARPA
ISSSTE
AVENIDA LORETO FAVELA 850
UNIDAD DE CONSULTA EXTERNA",157,DFIST000645,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.5363,-99.0819,MCSSA002230,"MCSSA002230
SAN PEDRO XALOSTOC
SSA
CERRADA DE TEPIC ESQUINA AVENIDACUAUHTÉMOC SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,MCSSA002230,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.5268,-99.0823,MCIMS000232,"MCIMS000232
HGZMF 76 XALOSTOC
IMSS
KM. 12.5 ANTIGUA CARRETERA A PACHUCA RAYÓN VÍA MORELOS 
UNIDAD DE HOSPITALIZACIÓN",162,MCIMS000232,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,MÉXICO,15,ECATEPEC DE MORELOS
19.4126,-99.0826,DFSSA018895,"DFSSA018895
UNIDAD DE SALUD DE LA RED ÁNGEL ESTACIÓN ZARAGOZA
SSA
AVENIDA IGNACIO ZARAGOZA LÍNEA 1 STC METRO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018895,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.55,-99.0835,MCSSA002213,"MCSSA002213
TABLA DEL POZO
SSA
MANZ.ESQUINA MANDAR. SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,MCSSA002213,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.4641,-99.0839,DFIMS000230,"DFIMS000230
HGZMF 29 S. JUAN ARAGON
IMSS
AVENIDA 510 ESQUINA ZAPATA SAN JUAN DE ARAGÓN PRIMERA SECCIÓN 100
UNIDAD DE HOSPITALIZACIÓN",162,DFIMS000230,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4168,-99.0841,DFSSA003816,"DFSSA003816
C.S.T-I CUATRO ARBOLES
SSA
BIENES NACIONALES 88
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003816,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.4875,-99.0848,DFSSA001272,"DFSSA001272
C.S.T-II LA ESMERALDA
SSA
ORIENTE 171 ESQUINA NORTE 94 SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001272,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.496,-99.0862,DFSSA001255,"DFSSA001255
C.S.T-III NUEVA ATZACOALCO
SSA
CALLE 310 ESQUINA CALLE 315 Y CALLE 317 SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001255,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4366,-99.0873,DFSSA003886,"DFSSA003886
C.S.T-II PEÑON DE LOS BAÑOS
SSA
BOULEVARD PUERTO AÉREO ENTRE AVENIDA DEL PEÑÓN (QUETZALCOATL) Y ORIENTE 37 SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003886,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.5177,-99.0874,MCSSA002312,"MCSSA002312
SAN JUAN IXHUATEPEC
SSA
VICENTE GUERRERO ESQUINA IGNACIO ZARAGOZA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,MCSSA002312,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.5177,-99.0874,MCSSA016242,"MCSSA016242
U. MÓVIL ISEM SAN JUAN IXHUATEPEC 2
SSA
IGNACIO ZARAGOZA Y VICENTE GUERRERO 
UNIDAD DE CONSULTA EXTERNA",186,MCSSA016242,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.5178,-99.0876,MCSSA017584,"MCSSA017584
CAPA CENTRO NUEVA VIDA ECATEPEC SAN JUAN IXHUATEPEC
SSA
VICENTE GUERRERO ESQUINA IGNACIO ZARAGOZA 
UNIDAD DE CONSULTA EXTERNA",186,MCSSA017584,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.5178,-99.0876,MCSSA017975,"MCSSA017975
U. MÓVIL ISEM SAN JUAN IXHUATEPEC 1
SSA
IGNACIO ZARAGOZA Y VICENTE GUERRERO 
UNIDAD DE CONSULTA EXTERNA",186,MCSSA017975,SECRETARÍA DE SALUD,SSA,MÉXICO,15,ECATEPEC DE MORELOS
19.4318,-99.088,DFIMS000761,"DFIMS000761
UMF 14 AEROPUERTO
IMSS
BOULEVARD AEROPUERTO 88
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000761,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.4318,-99.088,DFIMS000773,"DFIMS000773
UMF 21 FCO. DEL PASO
IMSS
FRANCISCO DEL PASO Y TRONCOSO 281
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000773,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.4441,-99.0904,DFSSA003862,"DFSSA003862
C.S.T-III ROMERO RUBIO
SSA
MANCHURIA ENTRE EJE 2 NORTE TRANSVAL Y BALBOAS 8
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003862,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.4443,-99.0907,DFSSA018644,"DFSSA018644
UNEME CAPA ROMERO RUBIO
SSA
MANCHURIA ENTRE EJE 2 NORTE TRANSVAL Y BALBOAS 8
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018644,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.1915,-99.091,DFSSA002182,"DFSSA002182
C.S.T-II SAN SALVADOR CUAUHTENCO
SSA
CHAPULTEPEC SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002182,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MILPA ALTA
19.3878,-99.0916,DFSSA018504,"DFSSA018504
UNEME CAPA PREDIO LA FORTALEZA
SSA
ORIENTE 116 ESQUINA PUENTE JUAN CARBONERO S/N
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018504,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTACALCO
19.4579,-99.0927,DFSSA000835,"DFSSA000835
HOSPITAL PEDIÁTRICO SAN JUAN DE ARAGÓN
SSA
AVENIDA 506 ENTRE 517 Y 521 
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA000835,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.3583,-99.0931,DFSMM000043,"DFSMM000043
C.M.D. LOMA DE ZARAGOZA
MUNICIPAL
FELIPE ÁNGELES ESQUINA CERRO DE GUADALUPE 
UNIDAD DE CONSULTA EXTERNA",182,DFSMM000043,SERVICIOS MÉDICOS MUNICIPALES,MUNICIPAL,DISTRITO FEDERAL,9,IZTAPALAPA
19.4647,-99.0934,DFSSA001021,"DFSSA001021
C.S.T-I SAN JUAN DE ARAGÓN 1A. SECCIÓN
SSA
AVENIDA 505 CASI ESQUINA QUINTACERRADA DE AVENIDA 503 SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001021,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4997,-99.0941,DFIMS000102,"DFIMS000102
UMF 36 C.ATZACOALCO
IMSS
SEGUNDA CERRADA 5 MAYO ENTRE EJIDO Y 5 DE MAYO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000102,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.3604,-99.0942,DFSSA001774,"DFSSA001774
C.S.T-III DR. RAFAEL CARRILLO
SSA
GUADALUPE VICTORIA 32
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001774,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.2468,-99.0947,DFSSA003121,"DFSSA003121
C.S.T-II SANTA MARÍA NATIVITAS
SSA
CARRETERA VIEJA A TULYEHUALCO-XOCHIMILCO ESQUINA DE LOS PINOS SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003121,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,XOCHIMILCO
19.4514,-99.0951,DFSSA003751,"DFSSA003751
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL VCA- 2
SSA
BOULEVARD PUERTO AÉREO Y DAMASCO 40
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003751,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.3862,-99.0955,DFSSA001383,"DFSSA001383
C.S.T-II RAMOS MILLÁN
SSA
SUR 159 ESQUINA ORIENTE 120 S/N
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001383,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTACALCO
19.396,-99.0957,DFSSA004376,"DFSSA004376
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL IZC- 2,3
SSA
SUR 157 Y AVENIDA THÉ PLAZA BENITO JUÁREZ 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA004376,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTACALCO
19.3615,-99.0958,DFSSA001552,"DFSSA001552
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL IZP- 1,4
SSA
5 DE MAYO Y CALLEJON VICTORIA 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001552,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,IZTAPALAPA
19.2333,-99.0958,DFSSA018673,"DFSSA018673
UNEME CAPA SANTA MARÍA NATIVITAS
SSA
CARRETERA VIEJA A TULYEHUALCO-XOCHIMILCO ESQUINA DE LOS PINOS SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018673,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,XOCHIMILCO
19.4285,-99.0967,DFSSA003915,"DFSSA003915
C.S.T-III DR. JUAN DUQUE DE ESTRADA
SSA
ORIENTE 170 ESQUINA CUARTA CERRADA ORIENTE 168 154
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003915,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
19.3994,-99.0969,DFIMS000336,"DFIMS000336
UMF 34 C.PANTITLAN
IMSS
AVENIDA MÉXICO Y CALLE 2 
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000336,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,IZTACALCO
19.3994,-99.0969,DFIMS000341,"DFIMS000341
UMF 35 C.7 ZARAGOZA
IMSS
AVENIDA 7 200
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000341,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,IZTACALCO
19.3994,-99.0969,DFIMS000353,"DFIMS000353
UMF 45 IZTACALCO
IMSS
SUR 159 CANAL DE TEZONTLE Y ORIENTE 120 1418
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000353,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,IZTACALCO
19.4781,-99.0973,DFIMS000201,"DFIMS000201
H PSIQ MORELOS
IMSS
CALZADA SAN JUAN DE ARAGÓN 311
UNIDAD DE HOSPITALIZACIÓN",162,DFIMS000201,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.3953,-99.0978,DFSME000016,"DFSME000016
C.A.I.S. CORUÑA NIÑOS
ESTATAL
SUR 65-A 3246
UNIDAD DE CONSULTA EXTERNA",182,DFSME000016,SERVICIOS MÉDICOS ESTATALES,ESTATAL,DISTRITO FEDERAL,9,IZTACALCO
19.4327,-99.098,DFSSA003710,"DFSSA003710
HOSPITAL PEDIÁTRICO MOCTEZUMA
SSA
ORIENTE 158 189
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA003710,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,VENUSTIANO CARRANZA
